DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:vmytkrh65sy6ncdkfqbr6njt,redcascadian.bsky.social,Yoko Uno,2024-11-15T02:33:19.997Z,"Twitter's lax content moderation has increased hate speech, misinformation, and offensive content, driving users to safer platforms like Bluesky. Bluesky should incorporate features like Reels to attract more users. More views mean more engagement—that's how populism works I guess.",0,0,0,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:zd5vnbyiwp7jhcyfr4lkspyb,timsphotography.bsky.social,Tim's Male Photography,2024-11-15T01:42:52.406Z,"Since Elon Musk's takeover of platform X, I left due to concerns about his support of Trump.  His policy shifts, like relaxing content moderation, reinstating previously banned accounts, and use of content in AI development, alienated me because of the increased misinformation and hate speech.",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ilr6ocjnp2l7wco7t7vbhfxi,defendingdemocracy.bsky.social,Democracy Defender,2024-11-16T23:24:11.898Z,"4/ - Platform Changes and Moderation:
  - Since acquiring X, Musk has altered content moderation policies, which some argue have led to an increase in misinformation.",1,0,1,0,did:plc:ilr6ocjnp2l7wco7t7vbhfxi,defendingdemocracy.bsky.social,Democracy Defender,2024-11-16T23:23:45.469Z,"3/ They've noted that his misleading claims have garnered millions to billions of views. This suggests that Musk, due to his influence and the platform's reach, plays a notable role in spreading misinformation.",1,3,3,0,,,,,,0,0,0,0
did:plc:jqtmhit665gpwjqpzclnq4mr,tenorune.bsky.social,tenorune,2024-11-16T20:49:10.000Z,"PS - Recent Trump address on ""Free Speech"" broadly takes aim at platforms for throttling or labeling misinformation, and most forms of content moderation.  It also clearly encompasses the above effort to remove advertiser power

youtu.be/xJfUXVOoFBo?...",1,0,0,0,did:plc:jqtmhit665gpwjqpzclnq4mr,tenorune.bsky.social,tenorune,2024-11-16T20:34:45.387Z,"& as with the levers Musk has pulled since his capture of Twitter, including amplification of some views over others, it’s cynically labeled a “free speech” issue when its real effect will be to ease the spread of misinformation and protect right wing media.  /end 

cc  @briantylercohen.bsky.social",1,0,0,0,,,,,,0,0,0,0
did:plc:e3pen4wddee6lrbwniwwkwco,evcurvefuturist.com,EV Curve Futurist,2024-11-16T16:43:25.689Z,"Moving to Bluesky 🌤️—because in my world, science, truth, and facts do matter. A platform where reason thrives over rhetoric and curiosity fuels conversation. Let’s build a smarter, brighter future together. 🚀 #BlueskyBound #FactsMatter #ScienceIsCool #Disruption #EVs #Lithium #ESG",0,0,19,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xrehwjf4u6sof2ke5vi2vixh,greenpeacenotts.bsky.social,Greenpeace Notts,2024-11-16T13:32:32.105Z,"Hi Bluesky,
I think we're all wanting content moderation. 
We want a polite space where people can disagree and argue, politely. 
Misinformation helps no one, apart from elites wanting to confuse us. 
Obnoxious trolls are pointless. 
Looking forward to seeing how Bluesky evolves.",0,3,12,0,did:plc:z72i7hdynmk6r22z27h6tvur,bsky.app,Bluesky,2024-11-15T17:17:39.920Z,"Another day at Bluesky, and it looks like growth is not slowing down! Welcome!

We’d like to take a moment to share our stance on AI and user data:",1907,11821,120337,776,,,,,,0,0,0,0
did:plc:rzxjv4oxlr5v3c6spzs76oqy,bellshilltim.bsky.social,Bellshilltim,2024-11-16T09:34:20.101Z,"The problem with Twitter is that he gutted the staff there is no moderation,  bots, and misinformation run wild, adverts ever other post and then the rumours of merging with truth social, I think he's killed it",1,0,0,0,did:plc:onrnsq454prlzecktwm6f52w,jimmyjungas.bsky.social,Jimmy Jungas,2024-11-16T09:18:55.778Z,You'll never beat fascists by running away from them into an echo chamber mate.,2,0,0,0,,,,,,0,0,0,0
did:plc:obhygypuondoco3c37tdt2xs,lifesabeachcj.bsky.social,🌈 💫𝓛𝓲𝓯𝓮’𝓼𝓐𝓑𝓮𝓪𝓬𝓱💫🌈*𝒞𝒥*,2024-11-16T06:17:52.769Z,In case you miss the quote repost,0,0,10,0,did:plc:obhygypuondoco3c37tdt2xs,lifesabeachcj.bsky.social,🌈 💫𝓛𝓲𝓯𝓮’𝓼𝓐𝓑𝓮𝓪𝓬𝓱💫🌈*𝒞𝒥*,2024-11-16T06:10:59.614Z,This is HUGE!!! 👏 we’ve made a difference 🥹,4,15,61,1,,,,,,0,0,0,0
did:plc:obhygypuondoco3c37tdt2xs,lifesabeachcj.bsky.social,🌈 💫𝓛𝓲𝓯𝓮’𝓼𝓐𝓑𝓮𝓪𝓬𝓱💫🌈*𝒞𝒥*,2024-11-16T06:16:14.312Z,Chat GPT agrees!!!,2,4,20,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:oryiewtzo2mfgugudmbxubka,exxiovizar.bsky.social,EXXIO ♡ ⊹₊˚ʚɞ˚₊⊹,2024-11-17T21:09:15.044Z,"i'm baffled at the misinformation regarding this thread & BSKY ToS

1; AI for algorithm in feeds and assistive mod is NOT GenAI
2; Opt-out option in Twitter is a placebo/lie
3; BSKY doesn't allow their site being scraped but has an important and clear warning in this option from Config>Moderation",1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3xuhiulaz5wnoqufudybvtav,leagk.bsky.social,Lea Graner Kenndy,2024-11-17T19:29:16.186Z,"Looking for all the World Language colleagues & ACTFL members so we can start sharing resources on Bluesky, where there is a focus on moderation, privacy, & we can avoid Musk's X platform filled misinformation and extremism. Can't wait to connect with language educators in Philly at the ACTFL!",2,1,9,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:dkeu2ycjlfq5li7wy27k6ekf,delgoada.bsky.social,Noah Delgado,2024-11-17T18:41:49.212Z,"Is Bluesky a liberal echo chamber? Possibly.

I’d argue it’s more likely just a place where common sense content moderation tools still exist. X exists as a space where toxicity and misinformation reigns supreme. Is it surprising that a ton of people would jump ship to a platform that is less toxic?",0,1,4,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:jybbfqlms7sl2ysxbywi7k7m,simon-bh.bsky.social,,2024-11-17T18:04:28.842Z,"Welcome to Neo truth politics. The new pamphleteers thrive where moderation and discernment are in short supply. Falsehood flies, and truth comes limping after as Jonathan Swift said. Maybe this is one section of society where AI can help to identify targeted misinformation.",0,0,0,0,did:plc:shqsjwyi35lbaevs2ddriubn,jobmaynooth.bsky.social,Prof John O Brennan,2024-11-16T18:27:29.770Z,"The election that proved legendary  US forecaster (and people like me) very wrong. 

What is new is the oceans of disinformation being circulated by malign actors. 

No democracy can survive what just happened in the US. 
www.theguardian.com/us-news/2024...",3,1,6,1,,,,,,0,0,0,0
did:plc:dsgwsrxejun75rv5cy5ouisy,ianwsmith.bsky.social,Technical Debt Jubilee,2024-11-17T17:39:30.447Z,"We will need new moderation tools for sure, the good news is that we can build them.  My mental list so far is a labeler for misinformation that can block the same shared article if it's determined to be false,  nuclear block for entire misinformation networks, and state and local custom feeds",1,0,0,0,did:plc:2eq3273yo4eq7xi7wxz2wqav,joshsternberg.com,Josh Sternberg,2024-11-17T17:33:38.154Z,"As more “big following” people come here really curious how long, through brute force, they turn this place into Twitter. 

Already seeing the same types of growth hacking and “just asking questions” people replicating their Twitter experience here.",3,1,18,1,,,,,,0,0,0,0
did:plc:etj4f26isibtvvhlhabsvqqv,wilt0n.bsky.social,Wilton Gorske,2024-11-17T16:55:57.845Z,"We actually need this. We can create moderation lists to deal with the AI art slop, but the misinformation on Facebook is crazy and we need to help them. 😭",0,0,1,0,did:plc:u7jwggld2a243spv5jamtk3x,ohheygreat.bsky.social,Leah Reich,2024-11-16T16:39:28.024Z,Well guys it was fun while it lasted,18,16,338,1,,,,,,0,0,0,0
did:plc:6cyqldbxk46m4msv6kpcytcl,nosunkcosts.bsky.social,No Sunk Costs,2024-11-17T13:28:35.924Z,"The Russians and the CCP love having X around -- easy to spread misinformation, sow discontent, influence the media agenda. Other platforms have a lot more moderation.

Most right-wing misinformation peddlers rely on X for new customer acquisition and amplification

Musk can also just pay them",2,0,14,0,did:plc:6cyqldbxk46m4msv6kpcytcl,nosunkcosts.bsky.social,No Sunk Costs,2024-11-17T13:26:03.152Z,"Trump is bizarrely savvy about power & fame -- he understands that GOP apparatchiks are both less famous and less powerful than he is, so ritual humiliation of a GOP Senator or Congressman invites little blowback or consequence

But Trump never went hard after Murdoch - Musk is the new Murdoch",1,1,26,0,,,,,,0,0,0,0
did:plc:4dxxjm6uog7anazqdktik6vb,backseatliverfc.bsky.social,D. Davidson,2024-11-17T11:21:16.281Z,"Agreed. I truly hope that #Bluesky invest heavily in their moderation processes and seek the input of those who helped Twitter push back against abuse and misinformation. If they do, then user growth will go through the roof as people recognise that genuine, valuable interactions happen here.",0,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:6koctc6klyy6x5oceaggsa3m,cabindaddy.bsky.social,CabinDaddy,2024-11-17T10:09:07.605Z,"Then scroll down to Advanced and click Bluesky Moderation Service. Here, you'll find controls for a wide variety of content including suggestive cartoons, substance abuse, misinformation, crude language and lots more.

Pass on the info! 😁 (2/2)",0,0,0,0,did:plc:6koctc6klyy6x5oceaggsa3m,cabindaddy.bsky.social,CabinDaddy,2024-11-17T10:09:07.604Z,"Did you know there are *TWO* things you need to do to put yourself in control of the ""sensitive content"" that Bluesky filters out by default?

First, go to Settings, click Moderation, then toggle Enable Adult Content. You can choose what you're comfortable seeing. (1/2)",1,0,3,0,,,,,,0,0,0,0
did:plc:q3ytonlrk6wrrkydauu3ovql,trumpkins.bsky.social,Harris is the best ever!! 💙,2024-11-17T07:30:54.338Z,I agree!! We all needed to do more and there should have been WAY more moderation on misinformation on that other disgusting platform full of white supremacists. That’s why we lost. We need more people spreading the right message and we need the misinformation to be moderated and deleted.,0,0,1,0,did:plc:gi4bsrkd2inyemiikvo46lbz,dawnka.bsky.social,DawnKA,2024-11-16T22:14:02.618Z,Would we be talking about the expensive consultants had she won? I think not. Let’s avoid the blame narrative and focus on how do we navigate through this incoming administration. Harris-Walz campaign was an incredible run. She worked harder than anyone else ever had to with the time she had✨,1,1,5,0,,,,,,0,0,0,0
did:plc:pm4f3qyfaiugviyi2jwn3n2e,bhelm4.bsky.social,Brock Helm,2024-11-17T04:40:23.811Z,Totally agree. Love the block feature and the content moderation toggle which warns of misinformation and hopefully screens out trolls and bots,1,0,1,0,did:plc:tuudsurdqoi7p66oimlgvpfw,pauldoroshenko.com,Paul Doroshenko / Prairie Paul,2024-11-17T04:27:19.764Z,"Dark days, but I’m optimistic about Bluesky.",5,3,39,1,,,,,,0,0,0,0
did:plc:zivalboaglmw24cqc7pwmtjw,raiwcole.com,Rai W Cole,2024-11-17T04:01:50.848Z,This is a FANTASTIC way to test Bluesky’s “misleading post/misinformation” moderation category. Thanks for your help! Testing my ability to mute posts next and I can’t wait 😊,0,0,0,0,did:plc:dd5oeph7qd6x42t6j2kumgvr,calltoactivism.bsky.social,CALL TO ACTIVISM,2024-11-16T04:40:49.775Z,"There should be a manual recount anywhere Starlink was used.

Drop a 💙 and follow if you agree. 👍",1883,2139,14129,206,,,,,,0,0,0,0
did:plc:xbo6jq4k3irw75cspoa2vuxc,dogefoscari.bsky.social,DogeFoscari,2024-11-17T02:41:02.121Z,I must compliment your Moderation team. Someone pointed out a Holocaust denier. Less than a week later he is gone. There is difference between free speech and misinformation.,0,1,2,0,did:plc:oky5czdrnfjpqslsw2a5iclo,jay.bsky.team,Jay 🦋,2024-11-16T02:46:19.251Z,"A whiteboard from our Jan 2023 team retreat where I wrote down our goals, and the top one was “10k user signups.” 

We’re growing by 10k users every 10-15 minutes right now.",1444,3767,50372,292,,,,,,0,0,0,0
did:plc:d7xkpsjzx6oga4xiu6mugdzw,davebrowne.bsky.social,Post Mo Thóin (Dave),2024-11-17T01:47:47.636Z,And remember how any form of moderation was deliberately stopped by the sites because it unfairly targeted right-wing voices/accurately moderated hate speech and dangerous misinformation.,0,0,8,0,did:plc:cak4klqoj3bqgk5rj6b4f5do,mmasnick.bsky.social,Mike Masnick,2024-11-16T23:58:13.832Z,"Of course it did.

Remember how often we were told that any algorithmic boosting of content Republicans didn't like had to be illegal?",56,403,1888,10,,,,,,0,0,0,0
did:plc:g5vyvnkzbalaxrajjnsbmhs5,hkpillai.bsky.social,Hari Pillai,2024-11-18T23:46:10.959Z,"2. Content Moderation Concerns

Under Musk’s leadership, X has seen a surge in hate speech and misinformation. The reduction of trust and safety teams has allowed harmful content to proliferate, creating a toxic environment that feels unsafe and unregulated.",1,0,0,0,did:plc:g5vyvnkzbalaxrajjnsbmhs5,hkpillai.bsky.social,Hari Pillai,2024-11-18T23:46:10.958Z,"1. Rebranding Confusion

The shift from Twitter to X, including replacing the iconic blue bird with a stark “X” logo, left me disoriented. This change erased the platform’s familiar identity, making it feel unwelcoming.",1,0,0,0,,,,,,0,0,0,0
did:plc:6l55on2agne6hqpiybdo5otf,fire.ad,🔥 fire,2024-11-18T22:25:12.879Z,#TrustAndSafetyTycoon final game state and budgetary investment selections:,0,0,0,0,did:plc:6l55on2agne6hqpiybdo5otf,fire.ad,🔥 fire,2024-11-18T22:25:12.878Z,"🛡️ #TrustAndSafetyTycoon

🏆 Won via IPO and stayed to grow Yapper

📈 Score: 1987
📏 Rating: ⭐⭐⭐⭐◾️

▶️ Play Now: trustandsafety.fun

I think my only real feecback is that it's unrealistic to game over from low moderation speed if you're high in other significantly leveragable areas",1,0,0,0,,,,,,0,0,0,0
did:plc:ccuh3vxgzh3wpicl6u2ijs4d,vladimir-putin1.bsky.social,Vladimir putin,2024-11-18T20:32:14.509Z,"Дякуємо користувачам ""Blue Sky"" за привернення уваги до цих публікацій. Така взаємодія підкреслює важливість своєчасного моніторингу та реагування на наклепницький контент.

report this outlet it will be active until the 28th November posting ai text and misinformation to test if moderation works.",1,0,0,0,did:plc:kmoxqzmeo4lhwo2xasv7luye,pietdel.bsky.social,,2024-11-18T19:00:53.784Z,,1,0,0,0,,,,,,0,0,0,0
did:plc:trrfndz6gymmb5s3iksj2xxx,elbori81.bsky.social,,2024-11-18T17:30:36.238Z,"Twitter is a right-wing hate and misinformation echo chamber now. You mean Elon opened it up to racism and misinformation like the first thing he posted about Mr. Pelosi, that his gay lover attacked him. If you don’t like moderation why are you on Bluesky?",1,0,4,0,did:plc:5ctgyurx35zk3lujmtrekuwb,tonalddrump0.bsky.social,,2024-11-18T16:01:39.263Z,you mean X? Ahah that’s why yall had to run and make another echo chamber elsewhere since Elon busted up twitter and made it free for anyone to say what they wish unlike previous owners..,1,0,1,0,,,,,,0,0,0,0
did:plc:edlno3b27r4wdmkjdykpxva3,brucesmith.bsky.social,Bruce Smith,2024-11-18T14:06:18.722Z,"Yeah the change of pace has been nice, xitter just became a cesspool of misinformation and bad takes.

The moderation here seems to be holding up well so far and block is always there if needed. I think people are just done with the endless nonsense of SM.",0,0,1,0,did:plc:u2mthixxcor4gcjlenaaju6z,crussellp.bsky.social,Craig Prince,2024-11-18T12:53:02.842Z,Try to appreciate this laid back version of social media while you can. The constant bombardment of information and messages online desensitizes us to the impact much of this information should have on us. Let it steep. Engage with someone real time. This place will start hopping soon enough.,1,0,2,0,,,,,,0,0,0,0
did:plc:4imlrlymoif5zxyzumwg2wpq,herrytarris.bsky.social,Herry Tarris Live,2024-11-18T07:07:03.689Z,"I have to say, the #moderation options on this app are amazing. All social media apps should moderate hate speech, misinformation, and spam automatically.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:bgpfqavbjasbqwglh6ycgsz6,pollee.net,Andrew Dave Chambers,2024-11-18T05:10:06.434Z,pollee.net is a proposal for a universal distributable ethical corporate model that creates new employment opportunities out of old problems in our digital discourse; the discovery of truth and the moderation of hate and misinformation.,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ypwzxphp2vrumidtfscckz6l,dogemperor.bsky.social,"dogemperor (PLAY NEO:TWEWY, ZEPTOGRAMS)",2024-11-18T02:09:59.068Z,"In general I report to both @skywatch.blue AND Bluesky Moderation, specifically reporting as (depending on situation) either misinformation or harassment/trolling, with an explanation that this is a MAGAt account with a known history of being a bad actor on Bsky and elsewhere

Then I block",1,1,4,0,did:plc:qbztcbvv6tehrpmnfdpcu6da,mamabearangie627.bsky.social,Angie Jones,2024-11-13T13:27:33.785Z,"When we find a MAGA account, what is the correct protocol to report it? Click the three dot icon, choose report and send it to @skywatch.blue? Then choose ""name or description goes against community standards""?",1,0,4,0,,,,,,0,0,0,0
did:plc:fzfy3h5yez3gw367hgr5npty,miskanuutinen.bsky.social,Miska Nuutinen 🍺 🇫🇮🔔🇺🇦,2024-11-18T00:00:32.817Z,"THREAD
X fosters a toxic and manipulative environment through biased algorithms, amplification of divisive narratives, and poor moderation of abuse. It has become a hotspot for misinformation and propaganda, making genuine discourse difficult to sustain.",2,19,66,15,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:z2nayevttcbpb2mbkjctfcpn,eveywinters.bsky.social,Evey Winters,2024-11-19T23:26:24.651Z,"And like I get it. That’s a tall order on moderation, but I think it’s got potential if it’s done similarly to community notes (which this platform should absolutely have to avoid misinformation spreading here)",0,0,5,0,did:plc:z2nayevttcbpb2mbkjctfcpn,eveywinters.bsky.social,Evey Winters,2024-11-19T23:23:37.358Z,I know it’s probably not sustainable but I appreciate @bsky.app’s approach to moderation seems to boils down safely to “don’t be an asshole who just wants to antagonize people.”,2,0,29,0,,,,,,0,0,0,0
did:plc:csm22xfbyqgqooxnznev5qol,honeybeekwen.bsky.social,(づ｡◕‿‿◕｡)づ мєℓιѕѕα ٩(˘◡˘)۶,2024-11-19T23:01:45.120Z,"People are going to Bluesky to escape the misinformation, hate speech and right-wing extremism that have intensified under Elon Musk's ownership of X and his recent alliance with Donald Trump. Bluesky's moderation and customizable user experience offer a",1,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:s42iw2fbfmgsgh7hdtvvoaao,hoopinformatics.bsky.social,Hoop Informatics,2024-11-19T21:23:38.225Z,"Bluesky has advanced moderation settings you can customize to control your scroll

Where is it in app?
➡️Settings
➡️Moderation
➡️Bluesky Moderation Service

You can select to warn or hide any posts that get labeled scam, misinformation, extremist, threats, rude, spam, engagement farming, and more!",0,3,15,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:uyjwngopoqn5wf6psx34cyez,patternintegrity.bsky.social,Pattern Integrity Films,2024-11-19T19:31:10.367Z,"A friend on Twitter asked why this was happening, so I asked Grok to explain. Here's Grok's response:",1,0,1,0,did:plc:uyjwngopoqn5wf6psx34cyez,patternintegrity.bsky.social,Pattern Integrity Films,2024-11-19T19:31:10.366Z,BlueSky getting leveled up big time 🦋,1,0,3,3,,,,,,0,0,0,0
did:plc:inklzpme2viu7dfblz3a2a72,missmattiemac.bsky.social,MissMattieMac,2024-11-19T16:33:41.000Z,"It's easy to check up on / report misinformation

#blueskytip

I subscribe to this moderation list and report posts that seen off like this one. 

If it's proven to be misinfo the post will have a label that you can see

bsky.app/profile/news...",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xlemyobrfwl76jg6lmcvn6ee,csmapnyu.org,NYU's Center for Social Media and Politics,2024-11-19T15:59:16.786Z,This research fills a critical gap in our understanding of how misinformation affects different linguistic communities and highlights the urgent need for more robust fact-checking and content moderation in Spanish-language social media spaces. 10/,1,0,4,0,did:plc:xlemyobrfwl76jg6lmcvn6ee,csmapnyu.org,NYU's Center for Social Media and Politics,2024-11-19T15:59:16.785Z,"While there's been widespread concern about the prevalence of Spanish-language misinformation on social media, our study is the first to empirically demonstrate its impact on political knowledge among Latino communities in the United States. 9/",1,0,0,0,,,,,,0,0,0,0
did:plc:m6whjhxzeg4bemxfez4k6h5c,demoshane.bsky.social,Demoshane Fella - Blocklist moderator,2024-11-19T15:35:23.620Z,"I removed Code Pink from Moderation list as it separated opinions. Personal recommendation is to block due pro-Russian stance and spreading Russian misinformation

bsky.app/profile/code...",0,0,9,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:qp7anqcqescucfwi4wari2z4,walkerbragman.bsky.social,Walker Bragman,2024-11-19T15:20:02.144Z,"The right isn’t censored. They simply end up on the wrong side of social media moderation more frequently than their opposition because they like to promote hate and dangerous misinformation in public health crises.

This anti-“censorship” push is an effort to force right-wing junk ideas on everyone",3,28,127,3,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:fwtr3cri5gyaxrabmjxl6aam,evodaily.bsky.social,Evo Daily,2024-11-19T03:13:23.890Z,yep and if he engages in misinformation the BlueSky moderation team will fully suspend his account.,0,0,1,0,did:plc:nqdoqy36xpdofxvd6tesrrcm,murki81.bsky.social,Murki,2024-11-19T03:07:10.216Z,I am sure he will immediately get put on one the block lists when he inevitably tries,1,0,2,0,,,,,,0,0,0,0
did:plc:uzeev7kli6wsidvqozpdpfeo,bennync.bsky.social,,2024-11-19T02:34:39.859Z,"Elon's X takeover is a mess. Mass layoffs, verification chaos, inconsistent moderation, ad revenue decline, maga misinformation  and platform instability and increase in forced troll amplification to your fees has eroded user trust. Is X headed for a crash? Is Blue sky the answer? We will see!",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xxchdiu43oidc4xqyy57ute7,mickeyslc.bsky.social,Mickey Roberts,2024-11-19T00:24:31.628Z,"X and even Facebook are full of hate, misinformation, trolls, lack of meaningful moderation, just tired.",1,0,4,0,did:plc:d5nigw7kzpsglf3gtl2dvbev,projectliberal.org,Project Liberal 🗽,2024-11-18T23:45:12.965Z,,14,12,247,1,,,,,,0,0,0,0
did:plc:bvuwrjabkldndudc2xzykghy,digitalwarchild.bsky.social,DWC,2024-11-20T23:40:08.708Z,"Re: Editing typos…There must be something legal or something about being able to edit? Is it so posts aren’t edited after moderation? Ie. for hate, lies and misinformation? Or a time stamp of record or something? @jay.bsky.team",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xcnur26h47v2t4m3b5uqjsue,bestbudz.bsky.social,BestBudz,2024-11-20T17:39:49.094Z,"Healthy conversation is good, and if the moderation keeps up with the degenerates, it is ideal to also have people who disagree on the platform. It's the misinformation and blatant hate that's an issue, not arguments.",0,0,0,0,did:plc:37zuv7d3n7pwc7u3q7jjj5md,dub-u.bsky.social,,2024-11-20T12:21:01.387Z,Please don't do that here. It will cause this place to detoriate.,2,0,9,0,,,,,,0,0,0,0
did:plc:j2ixebzbxczaei3imjermiwr,grimmgreen.bsky.social,"Nick ""Grimm"" Green",2024-11-20T17:12:58.355Z,"May people praising this platform for it's vibes.  Cooler people, less nazis, actual moderation but... There are equal levels of unscientific and anti-harm reduction misinformation on both BSKY and X

Watching leftys trash RFK for using ZYN is unscientific, and wrong

www.fdli.org/2017/08/spot...",5,6,16,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:zozd5uqu5m5sca2cu5y45u4l,gbosslet.bsky.social,Gabriel Bosslet,2024-11-20T16:39:02.321Z,"WHY I CAME TO BLUESKY

1. No algorithm- or one I can control at least

2. I completely control the moderation of content in my settings. 
Porn? Nope. Self-harm? Nope. Misinformation? Warn. These are MY settings. YOU control what you see and don't see.

3. It isn't micromanaged by an awful human",3,2,30,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:nuqklhdkxmodkte3ddlqfn73,iamthemillionaire.bsky.social,Sarah Al Mazrouei,2024-11-20T15:34:44.359Z,"Foreign interference is a growing threat to U.S. democracy, and Russia remains a key player in this destabilization. But what's even more alarming is how some influential figures within the U.S. are inadvertently-or deliberately-helping this cause. Let's dive in.🧵",3,61,141,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:mnq3noxni7pxfwwr3kgnhdqg,irenecisma.bsky.social,Irene Cisma,2024-11-20T15:33:30.693Z,"Scaling up fact-checking 🚀
Individual fact-checkers and institutions alone can’t keep up with misinformation at scale. Crowdsourcing provides a scalable, fast-response solution by engaging communities directly in the moderation process.",1,0,0,0,did:plc:mnq3noxni7pxfwwr3kgnhdqg,irenecisma.bsky.social,Irene Cisma,2024-11-20T15:33:01.935Z,"Echo chambers and polarization 🌐
Crowdsourcing can disrupt #echochambers by exposing individuals to diverse viewpoints. This approach is especially powerful in polarized contexts, where traditional fact-checking struggles to change minds.",1,0,0,0,,,,,,0,0,0,0
did:plc:xjrgaa755wxdf5nlpf7mkcie,christopheusa.bsky.social,Christophe,2024-11-20T15:22:26.602Z,"Now that @bsky.app is in the spotlight, challenges will emerge. Trolls and loud voices will be working hard at spewing their misinformation. We'll know soon if moderation works here",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:kd5ny55shzwjap5aof54i6md,tirednotwired.bsky.social,"Tired, but ready",2024-11-20T13:57:36.865Z,"That feature only existed as an excuse to remove any and all moderation. Given that it never even applied to Elon’s posts (chief misinformation officer), it was always a useless feature",0,0,0,0,did:plc:x7i2lewpds2ch3gxsibardwp,acabylonbee.bsky.social,acabylon bee,2024-11-19T22:07:09.745Z,"It's low-key insane that I finished my twitter career without a single community note. I posted misinformation with hundreds of millions of views, none of which got a note",11,0,110,1,,,,,,0,0,0,0
did:plc:s2xjhqmjyvk54jw2bat5yyyt,lukaszolejnik.bsky.social,Lukasz Olejnik,2024-11-20T12:42:56.147Z,"UK government announces a strategy to counter online harms to children and tackle AI-generated misinformation. Plans include safer AI content moderation, transparency in algorithms, and collaboration to combat disinformation, balancing safety with free expression. www.gov.uk/government/p...",1,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3qufomijsjflrlpst6wwj36e,oleichristensen.bsky.social,Ole Ingeman 🦋,2024-11-20T09:56:27.079Z,"I have just created this moderation list.
RT, a known provider of Russian misinformation has been added.
Please help me add other malicious accounts you think shall be on the list and blocked too.
Let's all do our best to keep BlueSky a beautiful place.
Thanks 🙏🏻 
bsky.app/profile/did:...",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:4kzy3po7p5qndogt5uakrn45,jupiterwalk.bsky.social,jupiterwalk,2024-11-20T06:13:48.265Z,"Also you can check your Settings. You may have something set to Hide instead of Warn.

Go to Settings->Moderation->Advanced (Bluesky Moderation Service). I have everything set to Hide except for Intolerance and Misinformation. Those are set to Warn.

Hope this helps.",2,0,1,0,did:plc:c3quxxe55sitb5zamgilnywa,schwester-esther.bsky.social,"Schwester Esther ""Ära der erneuerbaren Energie""",2024-11-20T05:29:58.402Z,"Ok, I will 
Thx my dear and love",2,0,1,0,,,,,,0,0,0,0
did:plc:spvddpsb5op7njpykba4kssx,anniemae04.bsky.social,Annie-Mae (comms open),2024-11-21T20:00:04.473Z,Watched a good video about how troll farms are designed to create misinformation and deliberately muddel the truth. It  makes sense if you've seen how social media falls apart and partially why it feels like Bluesky is the best website taking forward if they continue taking moderation seriously.,1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3rva7g3rnrspjasi676l2rc5,cmict.bsky.social,,2024-11-21T15:29:52.747Z,"Happy to be here at Bluesky! Thankfully we have moderation here for hate, bigotry and misinformation. But now the MAGA want to come on here?? For what? You have truth social and X now. Don’t really need your 💩 on here, thanks.",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
